Front,Back,Tags
A developer verifies passwords with `if ($hash == $storedHash)`. What is wrong and what is the fix?,"== is non-constant-time (timing attack) and re-hashes wrongly; use password_verify()/hash_equals()<br><br>Comparing hashes with == (or ===) leaks timing information and does not re-derive the hash from the candidate password; you must call password_verify($plain, $storedHash), which is constant-time and handles the embedded salt. hash_equals() is the constant-time primitive for comparing known strings. === does not fix the timing leak, and md5 is broken. Misconception: treating password checking as a plain string comparison.",php-web-security
What is the fully-qualified class of the routing attribute in Symfony 8?,Symfony\Component\Routing\Attribute\Route<br><br>The routing attribute lives in the Attribute namespace since 6.4; the old Annotation\Route alias is removed in Symfony 8.,routing
Two routes can match the same request path. Which one wins?,"The first one declared in the RouteCollection<br><br>The matcher iterates the collection in declaration order and returns the first route whose host and path match. It is first-match-wins, not most-specific-wins — so more specific routes must be declared before catch-all ones.",routing
"A class-level #[Route('/blog', name: 'app_blog_')] contributes what to its method routes?",A path prefix and a name prefix<br><br>Class-level route data merges as prefixes: the path is prepended and the name becomes a prefix for each action&#x27;s route. A class-level name is never a complete route name on its own.,routing
Which YAML import type loads #[Route] attributes from a directory in Symfony 8?,type: attribute<br><br>Attribute route loading uses `type: attribute`; the `annotation` type is gone in Symfony 8.,routing
"With #[Route('/blog', name: 'app_blog_')] on the class and #[Route('/list', name: 'index')] on a method, what name and path result?","Name app_blog_index, path /blog/list<br><br>The class path /blog is prepended to the method path /list (giving /blog/list) and the class name prefix app_blog_ is prepended to the method name index (giving app_blog_index). Both parts concatenate, not replace.",routing
Which loader reads #[Route] attributes into the RouteCollection in a Symfony 8 app?,"AttributeRouteControllerLoader (built on AttributeClassLoader)<br><br>Attribute routes are read by AttributeClassLoader, wrapped by the framework&#x27;s AttributeRouteControllerLoader. YamlFileLoader/XmlFileLoader handle those formats, and AnnotationClassLoader no longer exists in Symfony 8. All loaders implement LoaderInterface and are orchestrated by a DelegatingLoader.",routing
You omit the name: option on a #[Route]. What happens?,"Symfony auto-generates a name from the class and method (e.g. app_blog_index)<br><br>A missing name is generated from the class + method. This works but is brittle — renaming the method breaks every generateUrl() call — so an explicit, stable name is recommended.",routing
"A YAML import declares `resource: routes/api.yaml`, `prefix: /api`, `name_prefix: api_`. What is the effect on the imported routes?",Every imported path is prepended with /api and every name with api_<br><br>Import options cascade to every route in the resource: prefix is prepended to each path and name_prefix to each name. This is how you namespace a whole imported set without editing each definition.,routing
A route path is /blog/{page<\d+>} and the request is /blog/latest. What happens?,"The route does not match; matching continues (likely a 404)<br><br>Requirements are compiled into the route regex, so a non-matching value means the route is skipped — it is a matching concern, not validation. There is no 400 from routing itself.",routing
Which two declarations are exactly equivalent?,"{id<\d+>} and requirements: {id: '\d+'}<br><br>The inline &lt;...&gt; syntax is sugar for a matching entry in the requirements array. defaults is unrelated (it sets values, not patterns).",routing
